"year","industry_section","industry_division","industry_class","establishment_count","average_age","average_wage","wage","jobs","average_establishment_size","ID CNAE","color","icon"
2014,"Artes, Cultura e Recreação","Atividades Esportivas e de Recreação","Parques de diversão e parques temáticos",3,25,"653.55","24834.9",38,12,"93212","#93789e","/static/img/icons/industry_section/industry_section_r.png"
2014,"Atividades Administrativas","Aluguéis não-imobiliários","Aluguel de fitas de vídeo, DVDs e similares",3,29,"1355.75","9490.31",7,2,"77225","#b7834b","/static/img/icons/industry_section/industry_section_n.png"
2014,"Saneamento Básico","Coleta de Resíduos","Recuperação de outros materiais",1,47,"1391.79","1391.79",1,1,"38394","#2F2F6D","/static/img/icons/industry_section/industry_section_e.png"
2014,"Informação e Comunicação","Produção cinematográfica, de vídeos e de programas de televisão","Atividades de pós-produção cinematográfica",1,33,"1981.85","7927.43",4,4,"59120","#57D200","/static/img/icons/industry_section/industry_section_j.png"
2014,"Indústrias de Transformação","Produtos de metal","Fabricação de ferramentas",1,40,"2635.55","23719.99",9,9,"25438","#5E1F05","/static/img/icons/industry_section/industry_section_c.png"
2014,"Indústrias de Transformação","Produtos Diversos","Fabricação de artefatos para pesca",2,32,"881.03","14977.51",17,8,"32302","#5E1F05","/static/img/icons/industry_section/industry_section_c.png"
2014,"Indústrias de Transformação","Produtos Têxteis","Fabricação de tecidos especiais",1,34,"1137.92","5689.6",5,5,"13545","#5E1F05","/static/img/icons/industry_section/industry_section_c.png"
2014,"Saúde e serviços sociais","Saúde Humana Integradas com Assistência Social","Assistência a paciente no domicílio",1,41,"1256.54","23874.39",19,19,"87123","#800000","/static/img/icons/industry_section/industry_section_q.png"
2014,"Atividades Administrativas","Aluguéis não-imobiliários","Aluguel de equipamentos para escritório",3,33,"854.96","4274.8",5,1,"77331","#b7834b","/static/img/icons/industry_section/industry_section_n.png"
2014,"Indústrias de Transformação","Papel e Celulose","Fabricação de embalagens de cartolina e papel-cartão",1,30,"1599.87","22398.27",14,14,"17320","#5E1F05","/static/img/icons/industry_section/industry_section_c.png"
2014,"Atividades Financeiras","Atividades de Serviços Financeiros","Serviços financeiros",1,27,1000,1000,1,1,"66193","#408e60","/static/img/icons/industry_section/industry_section_k.png"
2014,"Transporte e correio","Atividades Auxiliares dos Transportes","Outras atividades auxiliares de transportes terrestres",4,38,"1394.57","29286.09",21,5,"52290","#9edae5","/static/img/icons/industry_section/industry_section_h.png"
2014,"Informação e Comunicação","Rádio e Televisão","Programadoras de televisão por assinatura",1,33,"2282.62","15978.39",7,7,"60225","#57D200","/static/img/icons/industry_section/industry_section_j.png"
2014,"Serviços Especializados","Outras atividades profissionais","Design e decoração de interiores",2,36,"879.83","14957.12",17,8,"74102","#cc0000","/static/img/icons/industry_section/industry_section_m.png"
